Close,7_Day_Moving_Average,30_Day_Moving_Average,60_Day_Moving_Average,90_Day_Moving_Average,daily_return,rolling_return_1y,rolling_return_2y,rolling_return_3y
6321.6,,,,,,,,
6343.95,,,,,0.003535497342444849,,,
6422.85,,,,,0.01243704631972209,,,
6394.5,,,,,-0.004413928396272748,,,
6258.8,,,,,-0.02122136210806158,,,
6303.85,,,,,0.007197865405509152,,,
6315.4,,,,,0.0018322136472155304,,,
6403.55,6337.278571428571,,,,0.013957944073218043,,,
6422.95,6348.9857142857145,,,,0.0030295695356481467,,,
6465.75,6360.271428571427,,,,0.006663604729913786,,,
6511.1,6366.400000000001,,,,0.007013880833623309,,,
6571.15,6383.057142857143,,,,0.009222711984149923,,,
6625.75,6427.678571428572,,,,0.00830904788355169,,,
6655.8,6473.664285714285,,,,0.004535335622382508,,,
6626.65,6522.292857142857,,,,-0.004379638811262465,,,
6619.45,6554.164285714286,,,,-0.0010865218473888882,,,
6606.05,6582.235714285714,,,,-0.0020243373694188715,,,
6689.7,6602.278571428571,,,,0.012662635008817702,,,
6742.45,6627.7928571428565,,,,0.007885256439003285,,,
6732.3,6652.2642857142855,,,,-0.0015053875075083933,,,
6721.15,6667.4857142857145,,,,-0.0016561947625626239,,,
6739.45,6676.821428571428,,,,0.0027227483391978335,,,
6691.15,6692.935714285713,,,,-0.007166756931203611,,,
6661.75,6703.178571428572,,,,-0.004393863536163334,,,
6503.3,6711.135714285714,,,,-0.02378504146808269,,,
6559.65,6684.507142857144,,,,0.008664831700828657,,,
6630.75,6658.392857142857,,,,0.010838992934074199,,,
6702.25,6643.885714285714,,,,0.010783093918485864,,,
6740.1,6641.185714285714,,,,0.005647357230780692,,,
6792.2,6641.278571428572,,,,0.0077298556401239615,,,
6746.25,6655.714285714285,6559.178333333333,,,-0.006765112923647676,,,
6751.2,6667.785714285715,6573.333333333333,,,0.0007337409672039108,,,
6740.1,6703.199999999999,6586.908333333334,,,-0.0016441521507286616,,,
6732.3,6728.978571428573,6597.483333333334,,,-0.00115725285974988,,,
6690.35,6743.4857142857145,6608.743333333334,,,-0.006231154286053808,,,
6630.65,6741.785714285715,6623.128333333332,,,-0.008923299976832388,,,
6592.6,6726.15,6634.021666666667,,,-0.0057385022584511836,,,
6687.65,6697.635714285715,6643.261666666666,,,0.014417680429572366,,,
6738.1,6689.2642857142855,6652.7316666666675,,,0.00754375602790236,,,
6620.55,6687.392857142857,6663.236666666666,,,-0.017445570709844094,,,
6591.25,6670.314285714286,6668.3966666666665,,,-0.0044256141861326315,,,
6515.5,6650.164285714286,6671.068333333334,,,-0.011492509008154794,,,
6469.3,6625.185714285713,6669.213333333333,,,-0.007090783516230492,,,
6276.0,6602.135714285715,6663.998333333333,,,-0.02987958511740063,,,
6234.45,6556.907142857142,6651.338333333333,,,-0.00662045889101337,,,
6342.05,6492.164285714286,6638.265,,,0.017258940243325416,,,
6244.95,6435.585714285714,6629.0183333333325,,,-0.015310506855039097,,,
6260.15,6381.928571428572,6616.9816666666675,,,0.002433966645049246,,,
6135.45,6334.628571428571,6602.663333333333,,,-0.01991965048760813,,,
5878.6,6280.335714285714,6582.430000000001,,,-0.04186327001279444,,,
5835.15,6195.95,6553.973333333332,,,-0.007391215595550116,,,
5378.45,6132.971428571428,6524.4400000000005,,,-0.0782670539746193,,,
5501.75,6010.685714285714,6479.073333333333,,,0.0229248203478698,,,
5179.45,5890.642857142857,6439.426666666666,,,-0.058581360476212097,,,
5053.75,5738.428571428572,6390.016666666666,,,-0.02426898608925654,,,
4782.15,5566.085714285714,6341.698333333334,,,-0.053742270591145225,,,
4590.2,5372.757142857144,6282.448333333334,,,-0.04013884968058301,,,
4790.3,5188.7,6214.430000000001,,,0.04359287177029336,,,
4165.9,5039.435714285713,6150.698333333334,,,-0.1303467423752167,,,
4208.9,4866.214285714285,6064.891666666666,,,0.010321899229458253,,,
4347.05,4681.521428571429,5978.781666666666,6268.98,,0.03282330300078429,,,
4506.8,4562.607142857143,5898.808333333333,6236.070833333333,,0.036749059707157805,,,
4489.05,4484.471428571428,5823.995,6205.451666666667,,-0.003938492943995731,,,
4383.25,4442.599999999999,5748.960000000001,6173.221666666666,,-0.023568461032958066,,,
4493.25,4413.035714285715,5670.658333333334,6139.700833333333,,0.025095534135630038,,,
4411.65,4370.599999999999,5597.421666666667,6110.275,,-0.018160574194625356,,,
4352.35,4405.707142857143,5523.455,6078.738333333333,,-0.013441682817086464,,,
4561.85,4426.2,5448.780000000001,6046.020833333333,,0.048134915620297036,,,
4637.1,4456.885714285714,5377.919999999999,6015.325833333333,,0.01649550072887096,,,
4786.25,4475.5,5307.886666666667,5985.5616666666665,,0.03216449936382637,,,
4733.05,4517.957142857143,5246.743333333333,5957.570000000001,,-0.011115173674588585,,,
4795.6,4567.928571428572,5184.803333333333,5927.935833333334,,0.013215579805833544,,,
4869.9,4611.121428571429,5127.473333333332,5898.343333333333,,0.015493368921511319,,,
4978.15,4676.585714285715,5074.160000000001,5869.079166666666,,0.022228382512987865,,,
5001.85,4765.9857142857145,5030.8983333333335,5841.118333333333,,0.004760804716611666,,,
4856.8,4828.842857142858,4989.8116666666665,5814.038333333333,,-0.028999270270000155,,,
4890.55,4860.228571428573,4940.303333333333,5784.660833333333,,0.006949019930818645,,,
4945.55,4875.128571428571,4895.156666666666,5756.069166666666,,0.01124617885513901,,,
4859.25,4905.4857142857145,4851.336666666667,5727.0,,-0.017450030835801877,,,
4941.0,4914.578571428572,4808.796666666666,5695.613333333333,,0.01682358388640215,,,
4996.9,4924.7357142857145,4777.543333333334,5665.758333333333,,0.011313499291641271,,,
5058.3,4927.414285714286,4749.6016666666665,5637.020833333333,,0.012287618323360672,,,
5149.6,4935.478571428571,4738.929999999999,5609.001666666666,,0.018049542336358027,,,
4950.3,4977.307142857143,4727.191666666667,5583.309166666668,,-0.03870203510952308,,,
4918.05,4985.842857142858,4719.553333333333,5554.785000000001,,-0.006514756681413214,,,
4943.65,4981.914285714286,4715.03,5528.364166666666,,0.0052053151147302135,,,
4919.85,4993.971428571428,4720.413333333333,5501.430833333334,,-0.004814256672701189,,,
4902.25,4990.95,4731.401666666667,5472.9158333333335,,-0.0035773448377491857,,,
4921.85,4977.428571428572,4735.133333333333,5442.9158333333335,,0.00399816410831777,,,
4889.6,4957.935714285714,4760.331666666667,5412.611666666666,,-0.006552414234485049,,,
4983.1,4920.792857142857,4783.021666666667,5380.901666666668,5773.660555555556,0.019122218586387518,,,
4960.85,4925.478571428571,4804.223333333332,5351.515833333334,5758.788333333334,-0.004465092010997207,,,
4948.05,4931.592857142858,4819.358333333334,5321.676666666667,5743.420555555556,-0.0025802029894070877,,,
4753.85,4932.221428571429,4834.658333333334,5291.809166666667,5727.033888888889,-0.039247784480755055,,,
4766.7,4908.507142857144,4847.011666666666,5258.835,5708.804444444444,0.002703072246705185,,,
4834.15,4889.142857142857,4856.126666666666,5226.774166666667,5692.225555555556,0.014150250697547495,,,
4873.9,4876.614285714286,4870.21,5196.8325,5675.895555555556,0.008222748570069216,,,
4849.0,4874.371428571429,4887.594999999999,5168.1875,5659.8788888888885,-0.005108845072734236,,,
4903.8,4855.214285714285,4897.166666666667,5137.543333333333,5642.606111111111,0.011301299236956108,,,
4920.5,4847.064285714286,4906.056666666667,5106.971666666666,5625.7266666666665,0.0034055222480524616,,,
4991.0,4843.1285714285705,4910.531666666667,5078.6375,5608.557222222222,0.01432781221420587,,,
5053.7,4877.007142857144,4919.13,5051.966666666666,5591.667222222222,0.012562612702865072,,,
5199.9,4918.007142857142,4927.733333333334,5027.6033333333335,5574.806666666666,0.028929299325246793,,,
5269.55,4970.257142857144,4938.733333333334,5006.446666666667,5558.9638888888885,0.013394488355545464,,,
5305.55,5026.778571428571,4948.446666666667,4989.6725,5543.561111111111,0.006831702896831882,,,
5293.15,5092.0,4958.569999999999,4974.190833333333,5528.882222222222,-0.002337175222173138,,,
5385.65,5147.621428571429,4973.115000000001,4956.7091666666665,5514.145555555556,0.017475416339986616,,,
5409.85,5214.071428571428,4989.618333333334,4942.3875,5500.585555555555,0.00449342233527994,,,
5384.15,5273.907142857142,5005.095,4928.215833333334,5486.365000000001,-0.004750593824228155,,,
5443.85,5321.114285714285,5022.591666666666,4915.694166666666,5471.272777777777,0.011088101185888322,,,
5375.75,5355.964285714285,5039.3533333333335,4908.448333333334,5456.956666666667,-0.012509529101646932,,,
5426.05,5371.135714285714,5051.9816666666675,4900.791666666667,5442.007777777778,0.0093568339301493,,,
5369.45,5388.349999999999,5064.240000000001,4901.585,5427.414444444445,-0.010431160789156069,,,
5399.55,5399.25,5071.568333333334,4899.38,5412.728888888889,0.005605788302340153,,,
5418.05,5401.2357142857145,5086.543333333333,4903.048333333334,5398.704444444445,0.0034262114435461566,,,
5483.8,5402.407142857142,5103.21,4909.12,5386.646111111111,0.012135362353614232,,,
5553.35,5416.642857142857,5121.215,4920.814166666666,5374.692222222222,0.012682811189321352,,,
5639.55,5432.285714285715,5142.331666666667,4936.866666666667,5362.721111111111,0.015522162298432507,,,
5730.25,5469.971428571429,5166.908333333334,4951.020833333333,5350.913333333334,0.01608284348928546,,,
5667.95,5513.428571428572,5193.855,4977.093333333333,5339.692777777777,-0.010872125997993143,,,
5721.95,5556.071428571428,5219.8,5001.410833333333,5327.2011111111115,0.009527254121860729,,,
5726.45,5602.128571428571,5244.428333333333,5024.325833333334,5315.820000000001,0.0007864451804018291,,,
5642.6,5646.185714285714,5269.948333333334,5044.653333333333,5304.433888888889,-0.014642579608658002,,,
5626.2,5668.871428571429,5293.1,5063.879166666667,5292.239444444444,-0.002906461560273743,,,
5640.35,5679.278571428572,5322.178333333333,5084.595,5279.949444444444,0.0025150190181650878,,,
5701.25,5679.392857142857,5351.3,5103.713333333333,5268.2827777777775,0.010797202301275455,,,
5739.35,5675.25,5380.203333333334,5125.206666666667,5257.956111111111,0.006682745012058788,,,
5829.95,5685.45,5409.051666666667,5148.323333333333,5248.475555555556,0.015785759711465452,,,
5859.55,5700.8785714285705,5441.75,5169.458333333333,5238.945555555555,0.005077230507980479,,,
5826.05,5719.892857142857,5473.608333333334,5189.8324999999995,5229.183888888889,-0.005717162580744284,,,
5835.75,5746.1,5503.793333333333,5207.1625,5220.356111111111,0.0016649359342950643,,,
5796.75,5776.035714285715,5531.951666666666,5225.5408333333335,5211.961666666667,-0.006682945636807602,,,
5785.25,5798.378571428571,5556.72,5242.226666666667,5203.975555555556,-0.001983870272135202,,,
5721.95,5810.378571428571,5576.231666666666,5257.4825,5196.375,-0.010941618771876827,,,
5702.3,5807.892857142857,5591.3116666666665,5269.879166666667,5190.218888888889,-0.0034341439544210983,,,
5724.85,5789.657142857143,5604.536666666667,5281.553333333333,5184.306111111112,0.003954544657418957,,,
5791.25,5770.414285714286,5618.926666666666,5296.020833333333,5177.448333333333,0.01159855716743663,,,
5845.1,5765.442857142857,5632.446666666667,5311.0325,5172.407222222222,0.00929851068422205,,,
5853.4,5766.778571428571,5646.955,5326.025,5167.795555555555,0.0014199928144940088,,,
5851.6,5774.871428571429,5662.596666666666,5342.594166666667,5164.661666666667,-0.00030751358184977207,,,
5892.5,5784.349999999999,5676.1883333333335,5357.770833333333,5164.361666666667,0.006989541322031556,,,
5879.35,5808.714285714285,5693.413333333333,5372.697499999999,5164.998888888888,-0.002231650403054619,,,
5812.8,5834.007142857144,5708.5233333333335,5386.381666666667,5170.564444444444,-0.011319278491670026,,,
5855.45,5846.571428571428,5723.301666666666,5397.4349999999995,5174.020555555555,0.007337255711533208,,,
5881.05,5855.742857142856,5738.498333333334,5412.520833333333,5181.531666666667,0.004371995320598732,,,
5837.0,5860.878571428571,5753.931666666667,5428.570833333333,5190.723888888889,-0.0074901590702340926,,,
5866.7,5858.535714285715,5765.705,5443.46,5202.444444444444,0.005088230255268167,,,
5870.4,5860.692857142858,5776.15,5459.240833333333,5216.627777777778,0.0006306782347826889,,,
5929.5,5857.535714285715,5783.845,5475.376666666666,5228.6288888888885,0.010067457072771901,,,
5960.15,5864.699999999999,5790.486666666667,5492.170833333334,5248.224444444444,0.005169069904713552,,,
6026.65,5885.75,5800.2266666666665,5510.013333333333,5267.682777777778,0.011157437312819374,,,
6102.65,5910.2071428571435,5810.383333333333,5527.405833333334,5286.345,0.01261065434362374,,,
6176.55,5941.864285714286,5822.923333333334,5546.435833333333,5304.076666666666,0.012109493416794459,,,
6154.3,5990.371428571429,5840.721666666666,5566.910833333332,5322.826666666666,-0.00360233463664994,,,
6156.65,6031.457142857143,5858.325,5590.251666666667,5342.505,0.0003818468387954965,,,
6246.25,6072.349999999999,5875.535,5613.4175,5360.987222222222,0.014553369121194315,,,
6199.3,6117.599999999999,5893.701666666666,5636.952499999999,5381.371666666667,-0.007516509905943547,,,
6225.7,6151.7642857142855,5909.033333333334,5659.0425,5401.8933333333325,0.004258545319632878,,,
6305.3,6180.199999999999,5922.225,5681.9875,5420.3805555555555,0.012785710843760567,,,
6348.9,6209.150000000001,5937.083333333333,5705.345833333334,5438.916111111111,0.0069148176930518,,,
6399.4,6233.771428571429,5954.511666666667,5729.1525,5456.278888888889,0.007954133786955309,,,
6446.75,6268.785714285715,5973.3,5752.625833333334,5474.793888888889,0.007399131168547068,,,
6504.45,6310.228571428573,5994.966666666666,5775.843333333334,5493.14,0.008950246248109472,,,
6526.45,6347.114285714286,6018.9400000000005,5797.585833333333,5511.301666666666,0.0033822998101300517,,,
6559.8,6393.849999999999,6045.756666666666,5818.534166666666,5528.505,0.005109975560986468,,,
6570.4,6441.578571428572,6074.34,5839.4383333333335,5545.815555555555,0.0016159029238695943,,,
6609.4,6479.45,6102.525,5860.725833333333,5564.855555555556,0.0059357116766103335,,,
6362.05,6516.664285714285,6129.796666666666,5881.121666666668,5583.953888888889,-0.03742397191878222,,,
6410.5,6511.328571428571,6147.028333333334,5896.991666666667,5599.692777777778,0.007615469856414148,,,
6506.7,6506.15,6165.598333333333,5914.097500000001,5616.92888888889,0.015006629748069544,,,
6562.15,6506.471428571429,6187.4349999999995,5931.8116666666665,5634.325555555556,0.008521985030814472,,,
6459.85,6511.571428571428,6209.756666666666,5951.585,5651.7172222222225,-0.015589402863390722,,,
6414.65,6497.292857142857,6229.106666666666,5968.8150000000005,5667.29,-0.006997066495352144,,,
6336.8,6475.0428571428565,6249.168333333333,5986.235,5681.346111111111,-0.012136281792459402,,,
6298.4,6436.099999999999,6265.213333333333,6001.855833333333,5696.751666666666,-0.006059840929175664,,,
6370.0,6427.007142857144,6279.125,6016.528333333334,5712.0888888888885,0.011367966467674462,,,
6408.05,6421.221428571429,6296.891666666666,6031.298333333334,5727.937222222222,0.005973312401883923,,,
6582.85,6407.128571428571,6314.936666666666,6045.543333333333,5744.472777777778,0.0272781891527063,,,
6662.1,6410.085714285715,6338.6849999999995,6061.265,5763.146111111111,0.012038858549108689,,,
6683.25,6438.978571428571,6363.105,6076.795833333334,5782.482222222223,0.003174674652136611,,,
6656.4,6477.35,6387.208333333333,6093.7175,5802.411666666667,-0.004017506452698938,,,
